fragments_h,fragments,count,frequency,MW,CLogP,HBA,HBD,heavy,database,legend
C=C1CNCCCNCCCNC1,*N1CCCN(*)CC(=C)CN(*)CCC1,1,0.0256016385048643,183.173547672,0.1052000000000004,3,3,13,DiaNat-DB,DiaNat-DB = 1 (0.03%)
C=C1CNCCCN(Cc2ccccc2)CCCNC1,*N1CCCN(Cc2ccccc2)CCCN(*)CC(=C)C1,1,0.0256016385048643,273.220497864,2.0178000000000003,3,2,20,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(CCC=O)C(=O)O,*C(=O)CCC(N)C(=O)O,1,0.0256016385048643,131.058243148,-0.6226000000000003,3,2,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
C=C1CC1CC(N)C=O,*C(=O)C(N)CC1CC1=C,1,0.0256016385048643,125.084063972,0.4788,2,1,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
C[C@H]1C[C](O)[C@]2(O)C=CO[CH][C]12,*[C@@]1(C)C[C@](O)[C@]2(O)C=CO[C@@](*)[C]12,1,0.0256016385048643,167.070819212,0.94197,3,2,12,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CO[C]1C[C@H](C)[C]2[CH]OC=C[C@@]12O,*[C@@]1(C)C[C@](OC)[C@]2(O)C=CO[C@@](*)[C]12,1,0.0256016385048643,181.086469276,1.21587,3,1,13,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C)/C=C/CCCCC=O,*C(=O)CCCC/C=C/C(C)C,1,0.0256016385048643,154.135765196,2.9579000000000013,1,0,11,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCCCCC=O,*CCCCCC(*)=O,1,0.0256016385048643,100.088815004,1.7656,1,0,7,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COc1cc(CN)ccc1O,*NCc1ccc(O)c(OC)c1,1,0.0256016385048643,153.078978592,0.8594999999999999,3,2,11,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCCCCC(=O)NCc1ccc(O)c(OC)c1,*CCCCCC(=O)NCc1ccc(O)c(OC)c1,1,0.0256016385048643,251.152143532,2.5973000000000006,3,2,18,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCN=C(N)N,*CCN=C(N)N,1,0.0256016385048643,87.07964728799999,-0.7202999999999999,1,2,6,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCCC,*C(C)CC,1,0.0256016385048643,58.07825032,1.8064,0,0,4,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(O)(CC=O)CC=O,*C(=O)CC(C)(O)CC(*)=O,1,0.0256016385048643,130.06299418,-0.0846,3,1,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(O)(CC=O)CC(=O)O,*C(=O)CC(C)(O)CC(=O)O,1,0.0256016385048643,146.0579088,-0.1989000000000001,3,2,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC1O[CH][CH]C(O)[C]1O,*[C@]1OC(C)[C@@](O)C(O)[C@]1*,1,0.0256016385048643,129.055169148,0.03657,3,2,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
Oc1cc(O)cc(O)c1,*c1c(O)cc(O)cc1O,1,0.0256016385048643,126.031694052,0.8033999999999999,3,3,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCC(C)C(N)C(=O)NC(C=O)CC(C)C,*C(=O)C(CC(C)C)NC(=O)C(N)C(C)CC,1,0.0256016385048643,228.183778008,1.089599999999999,3,2,16,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C)CC(C=O)NC(=O)C(N)CC(C)C,*C(=O)C(CC(C)C)NC(=O)C(N)CC(C)C,1,0.0256016385048643,228.183778008,1.0896,3,2,16,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(C=O)CC(=O)O,*NC(CC(=O)O)C(*)=O,1,0.0256016385048643,117.042593084,-1.0127000000000002,3,2,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(C=O)CC=O,*NC(CC(*)=O)C(*)=O,1,0.0256016385048643,101.047678464,-0.8984000000000001,3,1,7,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(Cc1ccc(O)cc1)C(=O)O,*NC(Cc1ccc(O)cc1)C(=O)O,1,0.0256016385048643,181.073893212,0.3466,3,3,13,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NCC(=O)NCC=O,*C(=O)CNC(=O)CN,1,0.0256016385048643,116.058577496,-1.7398000000000005,3,2,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NCC(=O)NCC=O,*NCC(=O)NCC(*)=O,1,0.0256016385048643,116.058577496,-1.7398000000000005,3,2,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NCC(=O)N1CCCC1C=O,*C(=O)C1CCCN1C(=O)CN,1,0.0256016385048643,156.089877624,-0.8650000000000002,3,1,11,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(NC(=O)C1CCCN1)C(=O)O,*N1CCCC1C(=O)NC(C)C(=O)O,1,0.0256016385048643,186.100442308,-0.6722999999999997,3,3,13,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C=O)NC(=O)C1CCCN1,*C(=O)C(C)NC(=O)C1CCCN1*,1,0.0256016385048643,170.105527688,-0.558,3,2,12,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(C=O)CC(=O)O,*C(=O)C(N)CC(=O)O,1,0.0256016385048643,117.042593084,-1.0127000000000002,3,2,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(C=O)CC=O,*C(=O)CC(N)C(*)=O,1,0.0256016385048643,101.047678464,-0.8984000000000001,3,1,7,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCC(C)C(N)C=O,*NC(C(*)=O)C(C)CC,1,0.0256016385048643,115.099714036,0.5587000000000001,2,1,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCC(C)C(N)C(=O)N1CCCC1C=O,*C(=O)C1CCCN1C(=O)C(N)C(C)CC,1,0.0256016385048643,212.15247788,0.5496999999999996,3,1,15,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C)C(N)C=O,*C(=O)C(N)C(C)C,1,0.0256016385048643,101.084063972,0.1685999999999999,2,1,7,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C)C(N)C(=O)N1CCCC1C=O,*C(=O)C1CCCN1C(=O)C(N)C(C)C,1,0.0256016385048643,198.136827816,0.1595999999999995,3,1,14,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(O)C(N)C=O,*C(=O)C(N)C(C)O,1,0.0256016385048643,103.063328528,-1.1065999999999998,3,2,7,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(C=O)Cc1c[nH]cn1,*C(=O)C(N)Cc1c[nH]cn1,1,0.0256016385048643,139.074561908,-0.5216000000000007,3,2,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(C=O)Cc1ccc(O)cc1,*C(=O)C(N)Cc1ccc(O)cc1,1,0.0256016385048643,165.078978592,0.4608999999999996,3,2,12,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(C=O)Cc1ccccc1,*C(=O)C(N)Cc1ccccc1,1,0.0256016385048643,149.084063972,0.7552999999999994,2,1,11,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(C=O)CS,*C(=O)C(N)CS,1,0.0256016385048643,105.024834844,-0.5576000000000003,3,2,6,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(=O)CC(N)C=O,*NC(CC(N)=O)C(*)=O,1,0.0256016385048643,116.058577496,-1.6120000000000003,3,2,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(Cc1ccccc1)C(=O)N1CCCC1C=O,*C(=O)C1CCCN1C(=O)C(N)Cc1ccccc1,1,0.0256016385048643,246.136827816,0.7462999999999997,3,1,18,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(C=O)Cc1c[nH]c2ccccc12,*C(=O)C(N)Cc1c[nH]c2ccccc12,1,0.0256016385048643,188.094963004,1.2365999999999993,2,2,14,DiaNat-DB,DiaNat-DB = 1 (0.03%)
NC(Cc1c[nH]c2ccccc12)C(=O)N1CCCC1C=O,*C(=O)C1CCCN1C(=O)C(N)Cc1c[nH]c2ccccc12,1,0.0256016385048643,285.147726848,1.2276,3,2,21,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=CC1CCCN1,*C(=O)C1CCCN1,1,0.0256016385048643,99.068413908,-0.0626999999999999,2,1,7,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=CC1CCCN1C(=O)C1CCCN1,*C(=O)C1CCCN1C(=O)C1CCCN1,1,0.0256016385048643,196.121177752,-0.0717000000000002,3,1,14,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(N)C=O,*C(=O)C(C)N,1,0.0256016385048643,73.052763844,-0.4675,2,1,5,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(N)C(=O)N1CCCC1C=O,*C(=O)C1CCCN1C(=O)C(C)N,1,0.0256016385048643,170.105527688,-0.4764999999999999,3,1,12,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(O)C(N)C=O,*NC(C(*)=O)C(C)O,1,0.0256016385048643,103.063328528,-1.1065999999999998,3,2,7,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C)CC(NC(=O)CN)C(=O)O,*NCC(=O)NC(CC(C)C)C(=O)O,1,0.0256016385048643,188.116092372,-0.4393999999999987,3,3,13,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C)[C](N)C(=O)N1CCC[C]1C=O,*C(=O)[C]1CCCN1C(=O)[C](N)C(C)C,1,0.0256016385048643,196.121177752,0.4863799999999998,3,1,14,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC1(C)Oc2ccccc2[C@](O)[C@]1O,*c1ccc2c(c1)[C@](O)[C@](O)C(C)(C)O2,1,0.0256016385048643,192.078644244,2.01468,3,2,14,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC1(C)Oc2ccccc2[C@](O)[C@@]1O,*c1ccc2c(c1)[C@](O)[C@@](O)C(C)(C)O2,1,0.0256016385048643,192.078644244,2.01468,3,2,14,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC1(C)Oc2ccccc2C[C]1O,*c1ccc2c(c1)C[C](O)C(C)(C)O2,1,0.0256016385048643,177.091554656,2.30459,2,1,13,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C)[C](N)C=O,*C(=O)[C](N)C(C)C,1,0.0256016385048643,100.07623894,0.3319900000000001,2,1,7,DiaNat-DB,DiaNat-DB = 1 (0.03%)
C[C](C)C(C)C,*C[C](C)C(C)C,1,0.0256016385048643,85.101725416,2.25669,0,0,6,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCCCC=O,*C(=O)CCCC,1,0.0256016385048643,86.07316494,1.3755,1,0,6,DiaNat-DB,DiaNat-DB = 1 (0.03%)
OCCO,*OCC(*)O,1,0.0256016385048643,62.036779432,-1.029,2,2,4,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COC1C=CCC2C(C)COCC12,*C1(C)COCC2C(OC)C=CCC21,1,0.0256016385048643,182.130679816,1.86,2,0,13,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCO,*CC(*)O,1,0.0256016385048643,46.041864812,-0.0014,1,1,3,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCCCC(=O)OCCO,*C(O)COC(=O)CCCC,1,0.0256016385048643,146.094294308,0.7121,3,1,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCC=O,*CCC(*)=O,1,0.0256016385048643,58.041864812,0.5952999999999999,1,0,4,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COCC(C)(/C(C)=C/C(C)O)c1ccc(C)o1,*CC(O)/C=C(\C)C(C)(COC)c1ccc(C)o1,1,0.0256016385048643,238.156894564,2.8192200000000014,3,1,17,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C)O,*CC(O)C*,1,0.0256016385048643,60.057514876,0.3871,1,1,4,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCC(C)(COC)c1ccc(C)o1,*C(C)C(C)(COC)c1ccc(C)o1,1,0.0256016385048643,182.130679816,2.902120000000002,2,0,13,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(O)/C=C/CC=O,*CC(O)/C=C/CC(*)=O,1,0.0256016385048643,114.06807956,0.5124,2,1,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C)C[C](NC(=O)[C]1CCCN1)C(=O)O,*N1CCC[C]1C(=O)N[C](CC(C)C)C(=O)O,1,0.0256016385048643,226.131742436,0.6806799999999995,3,3,16,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C)C[C](C=O)NC(=O)[C]1CCCN1,*C(=O)[C](CC(C)C)NC(=O)[C]1CCCN1*,1,0.0256016385048643,210.136827816,0.7949799999999998,3,2,15,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=C(O)CNC(=O)C1CCCN1,*N1CCCC1C(=O)NCC(=O)O,1,0.0256016385048643,172.084792244,-1.0608,3,3,12,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCC(C)C(N)C(=O)NC(C)C=O,*C(=O)C(C)NC(=O)C(N)C(C)CC,1,0.0256016385048643,186.136827816,0.0633999999999996,3,2,13,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCOC,*CCOC,1,0.0256016385048643,60.057514876,0.6527000000000001,1,0,4,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCC1CC2=C(Cc3ccccc3O2)C(=O)C1CCO,*OCCC1C(=O)C2=C(CC1CC)Oc1ccccc1C2*,1,0.0256016385048643,272.1412445,2.873200000000001,3,1,20,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=C(/C=C/c1ccccc1)c1ccc(O)cc1O,*c1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1,1,0.0256016385048643,240.078644244,2.9939000000000013,3,2,18,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=C1C[C](c2ccccc2)Oc2cc(O)ccc21,*c1ccc([C]2CC(=O)c3ccc(O)cc3O2)cc1,1,0.0256016385048643,239.070819212,2.9376900000000017,3,1,18,DiaNat-DB,DiaNat-DB = 1 (0.03%)
OC[C@]1O[CH]C[CH][C@]1O,*O[C@]1[C@@](*)C[C@](*)O[C@]1CO,1,0.0256016385048643,128.047344116,0.2015599999999999,3,2,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
OC[C]1[CH][CH]C[CH]O1,*[C@]1C[C@@](*)[C@](*)[C@](CO)O1,1,0.0256016385048643,112.052429496,0.5013599999999999,2,1,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COc1ccccc1OC,*c1ccc(OC)c(OC)c1,1,0.0256016385048643,138.06807956,1.7038,2,0,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCCCO,*OCCCC,1,0.0256016385048643,74.07316494,0.7787999999999999,1,1,5,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C)COC(=O)c1ccccc1C=O,*C(=O)c1ccccc1C(=O)OCC(C)C,1,0.0256016385048643,206.094294308,2.3119000000000005,3,0,15,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(C)CO,*OCC(C)C,1,0.0256016385048643,74.07316494,0.6347,1,1,5,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=Cc1ccccc1C=O,*C(=O)c1ccccc1C(*)=O,1,0.0256016385048643,134.036779432,1.3116,2,0,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCCCOC(=O)c1ccccc1C=O,*C(=O)c1ccccc1C(=O)OCCCC,1,0.0256016385048643,206.094294308,2.4560000000000004,3,0,15,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=C1OCC2=C1C=CCC2,*C1OC(=O)C2=C1CCC=C2,1,0.0256016385048643,136.052429496,1.1898,2,0,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=C1OCc2ccccc21,*C1OC(=O)c2ccccc21,1,0.0256016385048643,134.036779432,1.357,2,0,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
C=CCc1ccccc1O,*c1ccc(O)c(CC=C)c1,1,0.0256016385048643,134.07316494,2.1207000000000007,1,1,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COc1ccc(C(O)CNC(C)=O)cc1,*CC(=O)NCC(O)c1ccc(OC)cc1,1,0.0256016385048643,209.10519334,0.8646999999999999,3,2,15,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC1(C)[CH]Cc2cc3ccc(=O)oc3cc2O1,*[C]1Cc2cc3ccc(=O)oc3cc2OC1(C)C,1,0.0256016385048643,229.086469276,2.710790000000001,3,0,17,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O[C@]1[CH][CH]OC[C@@]1O,*O[C@]1CO[C@](*)[C@@](*)[C@@]1O,1,0.0256016385048643,114.031694052,0.1916599999999999,3,2,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COc1ccc(C(O)CN)cc1,*NCC(O)c1ccc(OC)cc1,1,0.0256016385048643,167.094628656,0.6873000000000002,3,2,12,DiaNat-DB,DiaNat-DB = 1 (0.03%)
OCC1(O)CCOC1,*C1OCC(O)(CO)C1*,1,0.0256016385048643,118.06299418,-0.8699000000000001,3,2,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
OCc1ccccc1,*C(O)c1ccccc1,1,0.0256016385048643,108.057514876,1.1789,1,1,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COc1c(C(C)=O)ccc2occc12,*CC(=O)c1ccc2occc2c1OC,1,0.0256016385048643,190.06299418,2.644000000000001,3,0,14,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=Cc1cccnc1,*C(=O)c1cccnc1,1,0.0256016385048643,107.03711378,0.8940999999999999,2,0,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=C/C=C/c1ccccc1,*C(=O)/C(*)=C/c1ccccc1,1,0.0256016385048643,132.057514876,1.8987,1,0,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC=O,*C(=O)C(*)*,1,0.0256016385048643,44.026214748,0.2052,1,0,3,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=C(O)C=Cc1ccccc1,*/C(=C\c1ccccc1)C(=O)O,1,0.0256016385048643,148.052429496,1.7844,1,1,11,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(=O)O,*C(*)C(=O)O,1,0.0256016385048643,60.021129368,0.0908999999999999,1,1,4,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCCCCCC[CH]O,*[C](O)CCCCCCC,1,0.0256016385048643,129.127940164,2.881190000000001,1,1,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O/C=C/c1ccccc1,*O/C=C/c1ccccc1,1,0.0256016385048643,120.057514876,2.2153,1,1,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CO,*CO*,1,0.0256016385048643,32.026214748,-0.3915,1,1,2,DiaNat-DB,DiaNat-DB = 1 (0.03%)
C=Cc1ccccc1,*C=Cc1ccccc1,1,0.0256016385048643,104.062600256,2.3296,0,0,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COc1ccc(C(C)=O)c(OC)c1,*CC(=O)c1ccc(OC)cc1OC,1,0.0256016385048643,180.078644244,1.9064,3,0,13,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COc1cc(/C=C/CO)cc(OC)c1,*c1c(OC)cc(/C=C/CO)cc1OC,1,0.0256016385048643,194.094294308,1.7093,3,1,14,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COc1cc(C)cc(OC)c1,*Cc1cc(OC)c(*)c(OC)c1,1,0.0256016385048643,152.083729624,2.01222,2,0,11,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COc1cccc(O)c1O,*c1ccc(OC)c(O)c1O,1,0.0256016385048643,140.047344116,1.1063999999999996,3,2,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
C=C1CC(O)C2[C@](C)(CCC[C@@]2(C)C=O)C1CCO,*C(=O)[C@]1(C)CCC[C@]2(C)C(CCO)C(=C)CC(O)C21,1,0.0256016385048643,266.188194692,2.317400000000001,3,2,19,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC=C(C)C=O,*C(=O)C(C)=CC,1,0.0256016385048643,84.057514876,1.1515,1,0,6,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=CC1C[C](O)CCN1,*C(=O)C1C[C](O)CCN1,1,0.0256016385048643,128.07115356,-0.1582100000000001,3,2,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCc1ccc(O)c2c(=O)ccoc12,*c1cc(=O)c2c(O)c(*)cc(CC)c2o1,1,0.0256016385048643,190.06299418,2.061,3,1,14,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COc1cccc(OC)c1O,*c1cc(OC)c(O)c(OC)c1,1,0.0256016385048643,154.06299418,1.4093999999999998,3,1,11,DiaNat-DB,DiaNat-DB = 1 (0.03%)
N[C](C=O)Cc1c[nH]cn1,*C(=O)[C](N)Cc1c[nH]cn1,1,0.0256016385048643,138.066736876,-0.3582100000000003,3,2,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
N[C](C=O)CCC(N)=O,*N[C](CCC(N)=O)C(*)=O,1,0.0256016385048643,129.066402528,-1.0585100000000005,3,2,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
N[C](C=O)CCC(=O)O,*N[C](CCC(=O)O)C(*)=O,1,0.0256016385048643,130.050418116,-0.4592100000000004,3,2,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
N[C](C=O)CCC=O,*N[C](CCC(*)=O)C(*)=O,1,0.0256016385048643,114.055503496,-0.3449100000000002,3,1,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=C(O)[C]1CCCN1,*N1CCC[C]1C(=O)O,1,0.0256016385048643,114.055503496,-0.0136099999999998,2,2,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
N[C](C=O)CCC=O,*C(=O)CC[C](N)C(*)=O,1,0.0256016385048643,114.055503496,-0.3449100000000002,3,1,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
N[C](C=O)CCC(=O)O,*C(=O)[C](N)CCC(=O)O,1,0.0256016385048643,130.050418116,-0.4592100000000004,3,2,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=c1ccoc2ccccc12,*c1cc(=O)c2ccccc2o1,1,0.0256016385048643,146.036779432,1.793,2,0,11,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O[C@]1[CH]OC[CH][C@]1O,*O[C@]1[C@@](*)OC[C@@](*)[C@]1O,1,0.0256016385048643,114.031694052,0.1916599999999999,3,2,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC1CCCO1,*C1CCC(C)O1,1,0.0256016385048643,86.07316494,1.1853,1,0,6,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=C/C=C/c1ccc(O)cc1,*C(=O)/C=C/c1ccc(O)c(*)c1,1,0.0256016385048643,148.052429496,1.6042999999999998,2,1,11,DiaNat-DB,DiaNat-DB = 1 (0.03%)
Cc1ccc(O)cc1,*Cc1ccc(O)c(*)c1,1,0.0256016385048643,108.057514876,1.7006199999999998,1,1,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O[C@]1[CH][CH]OC[C@@]1O,*[C@]1OC[C@](O)[C@@](O)[C@@]1*,1,0.0256016385048643,114.031694052,0.1916599999999999,3,2,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O[C]1[CH][CH]OC[CH]1,*[C@]1CO[C@](*)[C@@](*)[C@@]1O,1,0.0256016385048643,98.036779432,0.49146,2,1,7,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC1[CH]C(O)[C](O)[CH]O1,*[C@]1C(C)O[C@](*)[C@@](O)C1O,1,0.0256016385048643,129.055169148,0.0365699999999998,3,2,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC(=O)c1ccc(O)cc1,*CC(=O)c1ccc(O)cc1,1,0.0256016385048643,136.052429496,1.5948,2,1,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
